timestamp,index,type,severity,actual_label
2026-04-13 21:34:35.364425,97,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364428,98,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364432,99,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364436,100,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364439,101,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364442,102,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364446,103,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364449,104,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364454,105,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364457,106,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364460,107,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364465,108,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364469,109,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364472,110,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364477,111,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364480,112,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364484,113,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364488,114,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364491,115,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364495,117,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364499,119,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364502,120,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364506,122,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364510,123,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364514,125,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364518,127,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364521,128,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364525,130,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364528,131,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364531,132,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364535,134,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364538,135,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364544,136,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364547,137,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364551,138,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364554,139,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364557,140,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364561,142,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364564,144,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364568,146,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364571,147,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364575,152,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364578,153,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364581,154,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364588,156,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364592,158,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364595,159,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364599,160,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364602,162,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364605,163,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364609,164,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364612,166,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364616,168,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364619,169,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364623,170,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364626,171,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364629,172,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364633,174,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364636,176,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364640,179,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364644,181,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364648,182,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364651,184,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364654,185,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364657,186,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364661,187,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364664,189,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364667,190,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364671,194,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364676,200,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364679,202,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364683,207,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364687,209,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364691,218,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364698,239,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364702,242,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364714,274,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364719,276,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364723,282,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364730,296,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364736,314,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364741,321,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364747,335,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364754,354,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364765,355,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364769,356,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364773,358,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364776,359,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364780,361,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364783,362,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364786,363,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364790,364,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364793,365,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364797,367,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364801,370,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364805,373,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364809,374,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364813,376,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364816,377,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364820,379,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364823,380,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364830,399,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364834,400,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364837,403,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364841,404,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364844,405,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364848,410,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364852,412,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364900,427,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364922,428,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364943,429,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364950,431,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364955,432,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364961,434,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364967,435,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.364992,436,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365001,437,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365007,438,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365013,439,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365019,440,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365025,441,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365031,442,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365048,444,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365053,445,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365059,446,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365065,448,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365072,450,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365078,451,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365086,458,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365092,460,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365098,461,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365114,463,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365120,464,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365127,466,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365134,470,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365142,479,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365148,480,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365157,492,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365163,494,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365169,495,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365178,496,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365183,497,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365189,498,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365194,499,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365199,500,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365205,501,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365211,502,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365220,503,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365226,504,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365232,505,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365238,507,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365245,511,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365250,512,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365257,513,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365263,514,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365269,516,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365275,517,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365281,519,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365287,521,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365293,523,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365299,524,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365306,527,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365313,529,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365319,531,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365325,532,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365331,534,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365338,536,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365347,545,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365355,547,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365361,549,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365367,550,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365374,554,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365384,556,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365392,559,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365400,563,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365407,565,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365412,566,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365421,572,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365429,578,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365452,580,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365460,586,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365469,597,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365477,602,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365491,622,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365499,625,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365507,634,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365514,636,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365524,648,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365531,651,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365540,653,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365549,660,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365567,670,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365575,674,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365581,676,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365587,677,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365594,680,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365600,682,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365608,689,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365614,690,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365627,708,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365636,712,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365647,716,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365653,718,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365660,720,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365671,728,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365679,735,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365684,736,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365689,737,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365694,739,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365707,741,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365731,743,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365746,768,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365752,769,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365757,771,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365765,774,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365776,791,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365784,797,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365793,804,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365816,848,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365826,855,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365832,856,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365837,857,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365842,858,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365862,863,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365869,869,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365894,880,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365902,893,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365909,897,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365914,899,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365920,900,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365929,909,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365940,927,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365948,934,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365958,938,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365963,939,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365979,967,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.365998,969,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366012,974,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366020,980,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366026,981,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366032,983,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366039,986,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366048,990,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366054,993,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366061,996,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366070,1003,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366077,1006,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366087,1014,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366092,1015,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366101,1020,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366107,1022,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366114,1023,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366126,1031,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366132,1033,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366138,1034,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366145,1036,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366153,1039,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366161,1042,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366169,1048,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366177,1050,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366187,1058,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366195,1066,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366201,1067,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366207,1069,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366214,1073,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366220,1075,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366230,1082,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366237,1085,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366243,1086,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366253,1092,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366260,1094,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366268,1096,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366276,1097,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366282,1099,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366296,1102,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366307,1111,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366327,1113,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366337,1117,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366342,1118,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366350,1120,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366357,1121,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366366,1122,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366373,1123,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366381,1125,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366389,1126,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366397,1127,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366409,1138,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366416,1140,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366430,1148,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366440,1149,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366451,1152,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366459,1154,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366474,1158,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366479,1159,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366490,1161,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366497,1164,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366504,1167,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366510,1168,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366518,1173,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366526,1179,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366533,1182,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366541,1183,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366552,1188,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366561,1198,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366569,1201,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366575,1203,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366584,1204,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366592,1207,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366599,1208,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366605,1209,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366617,1211,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366644,1212,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366651,1213,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366675,1215,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366683,1218,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366693,1231,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366700,1232,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366705,1233,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366712,1239,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366717,1240,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366729,1253,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366739,1267,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366746,1273,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366752,1277,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366758,1278,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366764,1280,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366772,1292,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366784,1307,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366791,1311,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366796,1314,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366804,1322,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366809,1323,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366815,1324,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366823,1329,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366835,1333,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366842,1334,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366849,1341,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366860,1351,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366868,1356,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366876,1361,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.366883,1367,ANOMALY DETECTED,HIGH,0
